  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1994          97      0.42431  0.35005  0.50    1341     469    1106     2860   2.13
  1994          98      0.45521  0.37081  0.50     872     323     710     1754   2.01
  1994          99      0.48645  0.39128  0.50     548     215     441     1044   1.90
  1994         100      0.51780  0.41131  0.50     334     137     265      603   1.81
  1994         101      0.54901  0.43077  0.50     197      85     154      337   1.72
  1994         102      0.57984  0.44952  0.50     112      50      87      183   1.64
  1994         103      0.61006  0.46747  0.50      62      29      47       97   1.57
  1994         104      0.63946  0.48454  0.50      33      16      25       49   1.50
  1994         105      0.66785  0.50067  0.50      17       8      13       24   1.45
  1994         106      0.69507  0.51581  0.50       8       4       6       12   1.40
  1994         107      0.72099  0.52995  0.50       4       2       3        6   1.35
  1994         108      0.74551  0.54308  0.50       2       1       1        3   1.32
  1994         109      0.76857  0.55521  0.50       1       0       1        1   1.29
  1994         110+     0.79013  1.00000  1.27       0       0       0        0   1.27
  1995           0      0.01195  0.01183  0.12  100000    1183   98964  7639184  76.39
  1995           1      0.00065  0.00065  0.50   98817      64   98785  7540220  76.30
  1995           2      0.00040  0.00040  0.50   98753      40   98733  7441435  75.35
  1995           3      0.00025  0.00025  0.50   98713      25   98701  7342702  74.38
  1995           4      0.00025  0.00025  0.50   98688      24   98676  7244001  73.40
  1995           5      0.00016  0.00016  0.50   98664      15   98656  7145325  72.42
  1995           6      0.00020  0.00020  0.50   98648      20   98638  7046669  71.43
  1995           7      0.00017  0.00017  0.50   98628      17   98620  6948031  70.45
  1995           8      0.00015  0.00015  0.50   98611      15   98604  6849411  69.46
  1995           9      0.00012  0.00012  0.50   98597      12   98591  6750807  68.47
  1995          10      0.00016  0.00016  0.50   98585      16   98577  6652216  67.48
  1995          11      0.00013  0.00013  0.50   98569      13   98562  6553639  66.49
  1995          12      0.00016  0.00016  0.50   98556      16   98548  6455077  65.50
  1995          13      0.00021  0.00021  0.50   98540      20   98530  6356529  64.51
  1995          14      0.00023  0.00023  0.50   98519      23   98508  6258000  63.52
  1995          15      0.00031  0.00031  0.50   98496      31   98481  6159492  62.54
  1995          16      0.00035  0.00035  0.50   98466      34   98449  6061011  61.55
  1995          17      0.00031  0.00031  0.50   98431      31   98416  5962562  60.58
  1995          18      0.00032  0.00032  0.50   98401      31   98385  5864146  59.59
  1995          19      0.00036  0.00036  0.50   98369      35   98352  5765761  58.61
  1995          20      0.00034  0.00034  0.50   98334      33   98317  5667410  57.63
  1995          21      0.00033  0.00033  0.50   98300      32   98284  5569092  56.65
  1995          22      0.00034  0.00034  0.50   98268      33   98252  5470808  55.67
  1995          23      0.00037  0.00037  0.50   98235      37   98217  5372556  54.69
  1995          24      0.00035  0.00035  0.50   98198      35   98181  5274340  53.71
  1995          25      0.00039  0.00039  0.50   98164      39   98144  5176159  52.73
  1995          26      0.00033  0.00033  0.50   98125      33   98109  5078015  51.75
  1995          27      0.00041  0.00041  0.50   98092      41   98072  4979906  50.77
  1995          28      0.00054  0.00054  0.50   98052      53   98025  4881834  49.79
  1995          29      0.00051  0.00051  0.50   97999      50   97974  4783809  48.81
  1995          30      0.00049  0.00049  0.50   97949      48   97925  4685835  47.84
  1995          31      0.00053  0.00053  0.50   97901      52   97875  4587910  46.86
  1995          32      0.00068  0.00068  0.50   97849      66   97816  4490035  45.89
  1995          33      0.00078  0.00078  0.50   97783      76   97745  4392219  44.92
  1995          34      0.00081  0.00081  0.50   97707      79   97667  4294474  43.95
  1995          35      0.00090  0.00089  0.50   97627      87   97584  4196807  42.99
  1995          36      0.00101  0.00100  0.50   97540      98   97491  4099223  42.03
  1995          37      0.00113  0.00113  0.50   97442     110   97387  4001732  41.07
  1995          38      0.00124  0.00124  0.50   97332     121   97272  3904345  40.11
  1995          39      0.00148  0.00147  0.50   97211     143   97140  3807073  39.16
  1995          40      0.00162  0.00161  0.50   97068     157   96990  3709934  38.22
  1995          41      0.00170  0.00170  0.50   96911     165   96829  3612944  37.28
  1995          42      0.00187  0.00187  0.50   96746     181   96656  3516115  36.34
  1995          43      0.00224  0.00224  0.50   96565     216   96458  3419460  35.41
  1995          44      0.00252  0.00252  0.50   96350     243   96228  3323002  34.49
  1995          45      0.00265  0.00265  0.50   96107     254   95979  3226774  33.57
  1995          46      0.00294  0.00293  0.50   95852     281   95712  3130794  32.66
  1995          47      0.00317  0.00317  0.50   95571     302   95420  3035083  31.76
  1995          48      0.00352  0.00352  0.50   95268     335   95101  2939663  30.86
  1995          49      0.00392  0.00392  0.50   94933     372   94748  2844562  29.96
